TOWNSN,LAT,LON,Point,TOWNID,name,TOWNID8,name_eng
-1,24.734566,120.107666,POINT (120.107666015625 24.73456573486328),7654321,海上,0,haishang
-1,24.734558,120.13843,POINT (120.138427734375 24.73455810546875),7654321,海上,0,haishang
-1,24.734505,120.16919,POINT (120.169189453125 24.73450469970703),7654321,海上,0,haishang
-1,24.734467,120.19995,POINT (120.199951171875 24.734466552734375),7654321,海上,0,haishang
-1,24.734428,120.23071,POINT (120.230712890625 24.73442840576172),7654321,海上,0,haishang
-1,24.734375,120.261444,POINT (120.26144409179688 24.734375),7654321,海上,0,haishang
-1,24.734322,120.292206,POINT (120.29220581054688 24.73432159423828),7654321,海上,0,haishang
-1,24.734245,120.32297,POINT (120.32296752929688 24.73424530029297),7654321,海上,0,haishang
-1,24.734177,120.35373,POINT (120.35372924804688 24.734176635742188),7654321,海上,0,haishang
-1,24.734108,120.38449,POINT (120.38449096679688 24.734107971191406),7654321,海上,0,haishang
-1,24.734009,120.41525,POINT (120.41525268554688 24.7340087890625),7654321,海上,0,haishang
-1,24.733948,120.445984,POINT (120.44598388671875 24.73394775390625),7654321,海上,0,haishang
-1,24.73384,120.476746,POINT (120.47674560546875 24.733840942382812),7654321,海上,0,haishang
-1,24.733719,120.50751,POINT (120.50750732421875 24.733718872070312),7654321,海上,0,haishang
-1,24.733612,120.53827,POINT (120.53826904296875 24.733612060546875),7654321,海上,0,haishang
-1,24.73352,120.56903,POINT (120.56903076171875 24.7335205078125),7654321,海上,0,haishang
-1,24.73339,120.59979,POINT (120.59979248046875 24.73339080810547),7654321,海上,0,haishang
-1,24.733246,120.630554,POINT (120.63055419921875 24.733245849609375),7654321,海上,0,haishang
-1,24.733131,120.661316,POINT (120.66131591796875 24.733131408691406),7654321,海上,0,haishang
-1,24.732986,120.69205,POINT (120.69204711914062 24.732986450195312),7654321,海上,0,haishang
-1,24.732841,120.72281,POINT (120.72280883789062 24.73284149169922),7654321,海上,0,haishang
-1,24.732681,120.75357,POINT (120.75357055664062 24.732681274414062),7654321,海上,0,haishang
-1,24.732513,120.78433,POINT (120.78433227539062 24.732513427734375),7654321,海上,0,haishang
-1,24.732353,120.815094,POINT (120.81509399414062 24.73235321044922),7654321,海上,0,haishang
-1,24.732193,120.845825,POINT (120.8458251953125 24.732192993164062),7654321,海上,0,haishang
10005001,24.73201,120.87659,POINT (120.8765869140625 24.732009887695312),1000504,苗栗縣/竹南鎮,10005040,miaolixianzhunanzhen
10005001,24.73182,120.90735,POINT (120.9073486328125 24.73181915283203),1000504,苗栗縣/竹南鎮,10005040,miaolixianzhunanzhen
10018003,24.731628,120.93811,POINT (120.9381103515625 24.73162841796875),1001803,新竹市/香山區,10018030,xinzhushixiangshanqu
10004007,24.731422,120.96887,POINT (120.9688720703125 24.731422424316406),1000410,新竹縣/寶山鄉,10004100,xinzhuxianbaoshanxiang
10004007,24.731232,120.99963,POINT (120.9996337890625 24.731231689453125),1000410,新竹縣/寶山鄉,10004100,xinzhuxianbaoshanxiang
10004007,24.730995,121.030396,POINT (121.0303955078125 24.730995178222656),1000410,新竹縣/寶山鄉,10004100,xinzhuxianbaoshanxiang
10004007,24.730804,121.06113,POINT (121.06112670898438 24.730804443359375),1000410,新竹縣/寶山鄉,10004100,xinzhuxianbaoshanxiang
10004008,24.73056,121.09189,POINT (121.09188842773438 24.730560302734375),1000402,新竹縣/竹東鎮,10004020,xinzhuxianzhudongzhen
